"recommendation_id","student_id","recommendation_description","activity_id","provider_id"
156135,827,"Web Design",12,4
156136,828,"Robotics Club",8,3
156137,828,"Guitar Classes",5,2
156138,828,"Violin Training",6,2
156139,828,"Piano Lessons",4,2
156140,828,"Web Design",12,4
156141,829,"Coding Bootcamp",10,4
156142,829,"Robotics Club",8,3
156143,829,"Web Design",12,4
156144,829,"Game Development",11,4
156145,829,"Astronomy Nights",9,3
156146,830,"Web Design",12,4
156147,830,"Game Development",11,4
156148,830,"Coding Bootcamp",10,4
156149,830,"Astronomy Nights",9,3
156150,830,"Robotics Club",8,3
156151,831,"Robotics Club",8,3
156152,831,"Web Design",12,4
156153,831,"Game Development",11,4
156154,831,"Coding Bootcamp",10,4
156155,831,"Astronomy Nights",9,3
156156,832,"Web Design",12,4
156157,832,"Game Development",11,4
156158,832,"Coding Bootcamp",10,4
156159,832,"Astronomy Nights",9,3
156160,832,"Robotics Club",8,3
156161,833,"Robotics Club",8,3
156162,833,"Drawing Classes",2,1
156163,833,"Clay Modeling",1,1
156164,833,"Web Design",12,4
156165,833,"Game Development",11,4
156166,834,"Robotics Club",8,3
156167,834,"Web Design",12,4
156168,834,"Game Development",11,4
156169,834,"Coding Bootcamp",10,4
156170,834,"Astronomy Nights",9,3
156171,835,"Robotics Club",8,3
156172,835,"Drawing Classes",2,1
156173,835,"Clay Modeling",1,1
156174,835,"Web Design",12,4
156175,835,"Game Development",11,4
156176,836,"Science Experiments",7,3
156177,836,"Robotics Club",8,3
156178,836,"Astronomy Nights",9,3
156179,836,"Web Design",12,4
156180,836,"Game Development",11,4
156181,837,"Robotics Club",8,3
156182,837,"Web Design",12,4
156183,837,"Game Development",11,4
156184,837,"Coding Bootcamp",10,4
156185,837,"Astronomy Nights",9,3
156186,838,"Robotics Club",8,3
156187,838,"Science Experiments",7,3
156188,838,"Astronomy Nights",9,3
156189,838,"Drawing Classes",2,1
156190,838,"Clay Modeling",1,1
156191,839,"Robotics Club",8,3
156192,839,"Science Experiments",7,3
156193,839,"Astronomy Nights",9,3
156194,839,"Web Design",12,4
156195,839,"Game Development",11,4
156196,840,"Robotics Club",8,3
156197,840,"Science Experiments",7,3
156198,840,"Astronomy Nights",9,3
156199,840,"Guitar Classes",5,2
156200,840,"Violin Training",6,2
156201,841,"Robotics Club",8,3
156202,841,"Coding Bootcamp",10,4
156203,841,"Web Design",12,4
156204,841,"Game Development",11,4
156205,841,"Astronomy Nights",9,3
156206,842,"Robotics Club",8,3
156207,842,"Guitar Classes",5,2
156208,842,"Violin Training",6,2
156209,842,"Piano Lessons",4,2
156210,842,"Web Design",12,4
156211,843,"Robotics Club",8,3
156212,843,"Web Design",12,4
156213,843,"Game Development",11,4
156214,843,"Coding Bootcamp",10,4
156215,843,"Astronomy Nights",9,3
156216,844,"Robotics Club",8,3
156217,844,"Coding Bootcamp",10,4
156218,844,"Web Design",12,4
156219,844,"Game Development",11,4
156220,844,"Astronomy Nights",9,3
156221,845,"Robotics Club",8,3
156222,845,"Drawing Classes",2,1
156223,845,"Clay Modeling",1,1
156224,845,"Web Design",12,4
156225,845,"Game Development",11,4
156226,846,"Science Experiments",7,3
156227,846,"Robotics Club",8,3
156228,846,"Astronomy Nights",9,3
156229,846,"Web Design",12,4
156230,846,"Game Development",11,4
156231,847,"Science Experiments",7,3
156232,847,"Robotics Club",8,3
156233,847,"Astronomy Nights",9,3
156234,847,"Web Design",12,4
156235,847,"Game Development",11,4
156236,848,"Coding Bootcamp",10,4
156237,848,"Robotics Club",8,3
156238,848,"Web Design",12,4
156239,848,"Game Development",11,4
156240,848,"Astronomy Nights",9,3
156241,849,"Science Experiments",7,3
156242,849,"Robotics Club",8,3
156243,849,"Astronomy Nights",9,3
156244,849,"Guitar Classes",5,2
156245,849,"Violin Training",6,2
156246,850,"Robotics Club",8,3
156247,850,"Web Design",12,4
156248,850,"Game Development",11,4
156249,850,"Coding Bootcamp",10,4
156250,850,"Astronomy Nights",9,3
156251,851,"Robotics Club",8,3
156252,851,"Science Experiments",7,3
156253,851,"Astronomy Nights",9,3
156254,851,"Drawing Classes",2,1
156255,851,"Clay Modeling",1,1
156256,852,"Robotics Club",8,3
156257,852,"Coding Bootcamp",10,4
156258,852,"Science Experiments",7,3
156259,852,"Astronomy Nights",9,3
156260,852,"Web Design",12,4
156261,853,"Robotics Club",8,3
156262,853,"Science Experiments",7,3
156263,853,"Astronomy Nights",9,3
156264,853,"Web Design",12,4
156265,853,"Game Development",11,4
156266,854,"Web Design",12,4
156267,854,"Game Development",11,4
156268,854,"Coding Bootcamp",10,4
156269,854,"Astronomy Nights",9,3
156270,854,"Robotics Club",8,3
156271,855,"Robotics Club",8,3
156272,855,"Web Design",12,4
156273,855,"Game Development",11,4
156274,855,"Coding Bootcamp",10,4
156275,855,"Astronomy Nights",9,3
156276,856,"Science Experiments",7,3
156277,856,"Robotics Club",8,3
156278,856,"Astronomy Nights",9,3
156279,856,"Web Design",12,4
156280,856,"Game Development",11,4
156281,857,"Coding Bootcamp",10,4
156282,857,"Robotics Club",8,3
156283,857,"Web Design",12,4
156284,857,"Game Development",11,4
156285,857,"Astronomy Nights",9,3
156286,858,"Robotics Club",8,3
156287,858,"Game Development",11,4
156288,858,"Coding Bootcamp",10,4
156289,858,"Web Design",12,4
156290,858,"Astronomy Nights",9,3
156291,859,"Robotics Club",8,3
156292,859,"Web Design",12,4
156293,859,"Game Development",11,4
156294,859,"Coding Bootcamp",10,4
156295,859,"Astronomy Nights",9,3
156296,860,"Robotics Club",8,3
156297,860,"Guitar Classes",5,2
156298,860,"Violin Training",6,2
156299,860,"Piano Lessons",4,2
156300,860,"Web Design",12,4
156301,861,"Robotics Club",8,3
156302,861,"Guitar Classes",5,2
156303,861,"Violin Training",6,2
156304,861,"Piano Lessons",4,2
156305,861,"Web Design",12,4
156306,862,"Robotics Club",8,3
156307,862,"Game Development",11,4
156308,862,"Coding Bootcamp",10,4
156309,862,"Web Design",12,4
156310,862,"Astronomy Nights",9,3
156311,863,"Science Experiments",7,3
156312,863,"Robotics Club",8,3
156313,863,"Astronomy Nights",9,3
156314,863,"Web Design",12,4
156315,863,"Game Development",11,4
156316,864,"Science Experiments",7,3
156317,864,"Robotics Club",8,3
156318,864,"Astronomy Nights",9,3
156319,864,"Drawing Classes",2,1
156320,864,"Clay Modeling",1,1
156321,865,"Robotics Club",8,3
156322,865,"Guitar Classes",5,2
156323,865,"Violin Training",6,2
156324,865,"Piano Lessons",4,2
156325,865,"Web Design",12,4
156326,866,"Robotics Club",8,3
156327,866,"Guitar Classes",5,2
156328,866,"Violin Training",6,2
156329,866,"Piano Lessons",4,2
156330,866,"Web Design",12,4
156331,867,"Robotics Club",8,3
156332,867,"Web Design",12,4
156333,867,"Game Development",11,4
156334,867,"Coding Bootcamp",10,4
156335,867,"Astronomy Nights",9,3
156336,868,"Robotics Club",8,3
156337,868,"Guitar Classes",5,2
156338,868,"Violin Training",6,2
156339,868,"Piano Lessons",4,2
156340,868,"Web Design",12,4
156341,869,"Web Design",12,4
156342,869,"Game Development",11,4
156343,869,"Coding Bootcamp",10,4
156344,869,"Astronomy Nights",9,3
156345,869,"Robotics Club",8,3
156346,870,"Robotics Club",8,3
156347,870,"Drawing Classes",2,1
156348,870,"Clay Modeling",1,1
156349,870,"Web Design",12,4
156350,870,"Game Development",11,4
156351,871,"Coding Bootcamp",10,4
156352,871,"Robotics Club",8,3
156353,871,"Web Design",12,4
156354,871,"Game Development",11,4
156355,871,"Astronomy Nights",9,3
156356,872,"Web Design",12,4
156357,872,"Game Development",11,4
156358,872,"Coding Bootcamp",10,4
156359,872,"Astronomy Nights",9,3
156360,872,"Robotics Club",8,3
156361,873,"Science Experiments",7,3
156362,873,"Robotics Club",8,3
156363,873,"Astronomy Nights",9,3
156364,873,"Web Design",12,4
156365,873,"Game Development",11,4
156366,874,"Science Experiments",7,3
156367,874,"Robotics Club",8,3
156368,874,"Astronomy Nights",9,3
156369,874,"Drawing Classes",2,1
156370,874,"Clay Modeling",1,1
156371,875,"Robotics Club",8,3
156372,875,"Drawing Classes",2,1
156373,875,"Clay Modeling",1,1
156374,875,"Web Design",12,4
156375,875,"Game Development",11,4
156376,876,"Robotics Club",8,3
156377,876,"Web Design",12,4
156378,876,"Game Development",11,4
156379,876,"Coding Bootcamp",10,4
156380,876,"Astronomy Nights",9,3
156381,877,"Science Experiments",7,3
156382,877,"Astronomy Nights",9,3
156383,877,"Web Design",12,4
156384,877,"Game Development",11,4
156385,877,"Coding Bootcamp",10,4
156386,878,"Web Design",12,4
156387,878,"Game Development",11,4
156388,878,"Coding Bootcamp",10,4
156389,878,"Astronomy Nights",9,3
156390,878,"Robotics Club",8,3
156391,879,"Robotics Club",8,3
156392,879,"Science Experiments",7,3
156393,879,"Astronomy Nights",9,3
156394,879,"Guitar Classes",5,2
156395,879,"Violin Training",6,2
156396,880,"Robotics Club",8,3
156397,880,"Drawing Classes",2,1
156398,880,"Clay Modeling",1,1
156399,880,"Web Design",12,4
156400,880,"Game Development",11,4
156401,881,"Robotics Club",8,3
156402,881,"Science Experiments",7,3
156403,881,"Astronomy Nights",9,3
156404,881,"Guitar Classes",5,2
156405,881,"Violin Training",6,2
156406,882,"Robotics Club",8,3
156407,882,"Drawing Classes",2,1
156408,882,"Clay Modeling",1,1
156409,882,"Web Design",12,4
156410,882,"Game Development",11,4
156411,883,"Web Design",12,4
156412,883,"Game Development",11,4
156413,883,"Coding Bootcamp",10,4
156414,883,"Astronomy Nights",9,3
156415,883,"Robotics Club",8,3
156416,884,"Science Experiments",7,3
156417,884,"Robotics Club",8,3
156418,884,"Astronomy Nights",9,3
156419,884,"Web Design",12,4
156420,884,"Game Development",11,4
156421,885,"Coding Bootcamp",10,4
156422,885,"Robotics Club",8,3
156423,885,"Web Design",12,4
156424,885,"Game Development",11,4
156425,885,"Astronomy Nights",9,3
156426,886,"Robotics Club",8,3
156427,886,"Guitar Classes",5,2
156428,886,"Violin Training",6,2
156429,886,"Piano Lessons",4,2
156430,886,"Web Design",12,4
156431,887,"Robotics Club",8,3
156432,887,"Coding Bootcamp",10,4
156433,887,"Science Experiments",7,3
156434,887,"Astronomy Nights",9,3
156435,887,"Web Design",12,4
156436,888,"Robotics Club",8,3
156437,888,"Web Design",12,4
156438,888,"Game Development",11,4
156439,888,"Coding Bootcamp",10,4
156440,888,"Astronomy Nights",9,3
156441,889,"Robotics Club",8,3
156442,889,"Web Design",12,4
156443,889,"Game Development",11,4
156444,889,"Coding Bootcamp",10,4
156445,889,"Astronomy Nights",9,3
156446,890,"Robotics Club",8,3
156447,890,"Coding Bootcamp",10,4
156448,890,"Web Design",12,4
156449,890,"Game Development",11,4
156450,890,"Astronomy Nights",9,3
156451,891,"Robotics Club",8,3
156452,891,"Coding Bootcamp",10,4
156453,891,"Web Design",12,4
156454,891,"Game Development",11,4
156455,891,"Astronomy Nights",9,3
156456,892,"Robotics Club",8,3
156457,892,"Web Design",12,4
156458,892,"Game Development",11,4
156459,892,"Coding Bootcamp",10,4
156460,892,"Astronomy Nights",9,3
156461,893,"Science Experiments",7,3
156462,893,"Robotics Club",8,3
156463,893,"Astronomy Nights",9,3
156464,893,"Web Design",12,4
156465,893,"Game Development",11,4
156466,894,"Robotics Club",8,3
156467,894,"Guitar Classes",5,2
156468,894,"Violin Training",6,2
156469,894,"Piano Lessons",4,2
156470,894,"Web Design",12,4
156471,895,"Robotics Club",8,3
156472,895,"Web Design",12,4
156473,895,"Game Development",11,4
156474,895,"Coding Bootcamp",10,4
156475,895,"Astronomy Nights",9,3
156476,896,"Robotics Club",8,3
156477,896,"Web Design",12,4
156478,896,"Game Development",11,4
156479,896,"Coding Bootcamp",10,4
156480,896,"Astronomy Nights",9,3
156481,929,"Robotics Club",8,3
156482,929,"Guitar Classes",5,2
156483,929,"Violin Training",6,2
156484,929,"Piano Lessons",4,2
156485,929,"Web Design",12,4
156486,897,"Robotics Club",8,3
156487,897,"Web Design",12,4
156488,897,"Game Development",11,4
156489,897,"Coding Bootcamp",10,4
156490,897,"Astronomy Nights",9,3
156491,898,"Coding Bootcamp",10,4
156492,898,"Robotics Club",8,3
156493,898,"Game Development",11,4
156494,898,"Web Design",12,4
156495,898,"Astronomy Nights",9,3
156496,899,"Robotics Club",8,3
156497,899,"Coding Bootcamp",10,4
156498,899,"Web Design",12,4
156499,899,"Game Development",11,4
156500,899,"Astronomy Nights",9,3
156501,900,"Robotics Club",8,3
156502,900,"Guitar Classes",5,2
156503,900,"Violin Training",6,2
156504,900,"Piano Lessons",4,2
156505,900,"Web Design",12,4
156506,901,"Web Design",12,4
156507,901,"Game Development",11,4
156508,901,"Coding Bootcamp",10,4
156509,901,"Astronomy Nights",9,3
156510,901,"Robotics Club",8,3
156511,902,"Robotics Club",8,3
156512,902,"Web Design",12,4
156513,902,"Game Development",11,4
156514,902,"Coding Bootcamp",10,4
156515,902,"Astronomy Nights",9,3
156516,903,"Robotics Club",8,3
156517,903,"Drawing Classes",2,1
156518,903,"Clay Modeling",1,1
156519,903,"Web Design",12,4
156520,903,"Game Development",11,4
156521,904,"Robotics Club",8,3
156522,904,"Coding Bootcamp",10,4
156523,904,"Web Design",12,4
156524,904,"Game Development",11,4
156525,904,"Astronomy Nights",9,3
156526,905,"Robotics Club",8,3
156527,905,"Web Design",12,4
156528,905,"Game Development",11,4
156529,905,"Coding Bootcamp",10,4
156530,905,"Astronomy Nights",9,3
156531,906,"Robotics Club",8,3
156532,906,"Web Design",12,4
156533,906,"Game Development",11,4
156534,906,"Coding Bootcamp",10,4
156535,906,"Astronomy Nights",9,3
156536,907,"Robotics Club",8,3
156537,907,"Drawing Classes",2,1
156538,907,"Clay Modeling",1,1
156539,907,"Web Design",12,4
156540,907,"Game Development",11,4
156541,908,"Robotics Club",8,3
156542,908,"Web Design",12,4
156543,908,"Game Development",11,4
156544,908,"Coding Bootcamp",10,4
156545,908,"Astronomy Nights",9,3
156546,909,"Robotics Club",8,3
156547,909,"Guitar Classes",5,2
156548,909,"Violin Training",6,2
156549,909,"Piano Lessons",4,2
156550,909,"Web Design",12,4
156551,910,"Robotics Club",8,3
156552,910,"Drawing Classes",2,1
156553,910,"Clay Modeling",1,1
156554,910,"Game Development",11,4
156555,910,"Coding Bootcamp",10,4
156556,911,"Robotics Club",8,3
156557,911,"Guitar Classes",5,2
156558,911,"Violin Training",6,2
156559,911,"Piano Lessons",4,2
156560,911,"Web Design",12,4
156561,912,"Coding Bootcamp",10,4
156562,912,"Robotics Club",8,3
156563,912,"Web Design",12,4
156564,912,"Game Development",11,4
156565,912,"Astronomy Nights",9,3
156566,913,"Science Experiments",7,3
156567,913,"Coding Bootcamp",10,4
156568,913,"Astronomy Nights",9,3
156569,913,"Robotics Club",8,3
156570,913,"Web Design",12,4
156571,914,"Robotics Club",8,3
156572,914,"Guitar Classes",5,2
156573,914,"Violin Training",6,2
156574,914,"Piano Lessons",4,2
156575,914,"Web Design",12,4
156576,915,"Robotics Club",8,3
156577,915,"Web Design",12,4
156578,915,"Game Development",11,4
156579,915,"Coding Bootcamp",10,4
156580,915,"Astronomy Nights",9,3
156581,916,"Science Experiments",7,3
156582,916,"Robotics Club",8,3
156583,916,"Astronomy Nights",9,3
156584,916,"Web Design",12,4
156585,916,"Game Development",11,4
156586,917,"Web Design",12,4
156587,917,"Game Development",11,4
156588,917,"Coding Bootcamp",10,4
156589,917,"Astronomy Nights",9,3
156590,917,"Robotics Club",8,3
156591,918,"Robotics Club",8,3
156592,918,"Drawing Classes",2,1
156593,918,"Clay Modeling",1,1
156594,918,"Web Design",12,4
156595,918,"Game Development",11,4
156596,919,"Robotics Club",8,3
156597,919,"Coding Bootcamp",10,4
156598,919,"Web Design",12,4
156599,919,"Game Development",11,4
156600,919,"Astronomy Nights",9,3
156601,920,"Robotics Club",8,3
156602,920,"Coding Bootcamp",10,4
156603,920,"Web Design",12,4
156604,920,"Game Development",11,4
156605,920,"Astronomy Nights",9,3
156606,921,"Web Design",12,4
156607,921,"Game Development",11,4
156608,921,"Coding Bootcamp",10,4
156609,921,"Astronomy Nights",9,3
156610,921,"Robotics Club",8,3
156611,922,"Robotics Club",8,3
156612,922,"Coding Bootcamp",10,4
156613,922,"Web Design",12,4
156614,922,"Game Development",11,4
156615,922,"Astronomy Nights",9,3
156616,923,"Web Design",12,4
156617,923,"Game Development",11,4
156618,923,"Coding Bootcamp",10,4
156619,923,"Astronomy Nights",9,3
156620,923,"Robotics Club",8,3
156621,924,"Robotics Club",8,3
156622,924,"Web Design",12,4
156623,924,"Game Development",11,4
156624,924,"Coding Bootcamp",10,4
156625,924,"Astronomy Nights",9,3
156626,925,"Web Design",12,4
156627,925,"Game Development",11,4
156628,925,"Coding Bootcamp",10,4
156629,925,"Astronomy Nights",9,3
156630,925,"Robotics Club",8,3
156631,926,"Robotics Club",8,3
156632,926,"Web Design",12,4
156633,926,"Game Development",11,4
156634,926,"Coding Bootcamp",10,4
156635,926,"Astronomy Nights",9,3
156636,927,"Web Design",12,4
156637,927,"Game Development",11,4
156638,927,"Coding Bootcamp",10,4
156639,927,"Astronomy Nights",9,3
156640,927,"Robotics Club",8,3
156641,928,"Robotics Club",8,3
156642,928,"Web Design",12,4
156643,928,"Game Development",11,4
156644,928,"Coding Bootcamp",10,4
156645,928,"Astronomy Nights",9,3
156646,930,"Robotics Club",8,3
156647,930,"Science Experiments",7,3
156648,930,"Astronomy Nights",9,3
156649,930,"Web Design",12,4
156650,930,"Game Development",11,4
156651,931,"Science Experiments",7,3
156652,931,"Astronomy Nights",9,3
156653,931,"Web Design",12,4
156654,931,"Game Development",11,4
156655,931,"Coding Bootcamp",10,4
156656,932,"Science Experiments",7,3
156657,932,"Astronomy Nights",9,3
156658,932,"Web Design",12,4
156659,932,"Game Development",11,4
156660,932,"Coding Bootcamp",10,4
156661,933,"Coding Bootcamp",10,4
156662,933,"Robotics Club",8,3
156663,933,"Web Design",12,4
156664,933,"Game Development",11,4
156665,933,"Astronomy Nights",9,3
156666,934,"Robotics Club",8,3
156667,934,"Game Development",11,4
156668,934,"Coding Bootcamp",10,4
156669,934,"Web Design",12,4
156670,934,"Astronomy Nights",9,3
156671,935,"Robotics Club",8,3
156672,935,"Web Design",12,4
156673,935,"Game Development",11,4
156674,935,"Coding Bootcamp",10,4
156675,935,"Astronomy Nights",9,3
156676,936,"Science Experiments",7,3
156677,936,"Robotics Club",8,3
156678,936,"Astronomy Nights",9,3
156679,936,"Web Design",12,4
156680,936,"Game Development",11,4
156681,937,"Science Experiments",7,3
156682,937,"Robotics Club",8,3
156683,937,"Astronomy Nights",9,3
156684,937,"Game Development",11,4
156685,937,"Coding Bootcamp",10,4
156686,938,"Robotics Club",8,3
156687,938,"Coding Bootcamp",10,4
156688,938,"Web Design",12,4
156689,938,"Game Development",11,4
156690,938,"Astronomy Nights",9,3
156691,939,"Robotics Club",8,3
156692,939,"Guitar Classes",5,2
156693,939,"Violin Training",6,2
156694,939,"Piano Lessons",4,2
156695,939,"Web Design",12,4
156696,940,"Web Design",12,4
156697,940,"Game Development",11,4
156698,940,"Coding Bootcamp",10,4
156699,940,"Astronomy Nights",9,3
156700,940,"Robotics Club",8,3
156701,941,"Robotics Club",8,3
156702,941,"Guitar Classes",5,2
156703,941,"Violin Training",6,2
156704,941,"Piano Lessons",4,2
156705,941,"Web Design",12,4
156706,942,"Science Experiments",7,3
156707,942,"Robotics Club",8,3
156708,942,"Astronomy Nights",9,3
156709,942,"Web Design",12,4
156710,942,"Game Development",11,4
156711,943,"Robotics Club",8,3
156712,943,"Web Design",12,4
156713,943,"Game Development",11,4
156714,943,"Coding Bootcamp",10,4
156715,943,"Astronomy Nights",9,3
156716,944,"Web Design",12,4
156717,944,"Game Development",11,4
156718,944,"Coding Bootcamp",10,4
156719,944,"Astronomy Nights",9,3
156720,944,"Robotics Club",8,3
156721,945,"Robotics Club",8,3
156722,945,"Science Experiments",7,3
156723,945,"Astronomy Nights",9,3
156724,945,"Web Design",12,4
156725,945,"Game Development",11,4
156726,946,"Robotics Club",8,3
156727,946,"Web Design",12,4
156728,946,"Game Development",11,4
156729,946,"Coding Bootcamp",10,4
156730,946,"Astronomy Nights",9,3
156731,947,"Robotics Club",8,3
156732,947,"Game Development",11,4
156733,947,"Coding Bootcamp",10,4
156734,947,"Web Design",12,4
156735,947,"Astronomy Nights",9,3
156736,948,"Robotics Club",8,3
156737,948,"Web Design",12,4
156738,948,"Game Development",11,4
156739,948,"Coding Bootcamp",10,4
156740,948,"Astronomy Nights",9,3
156741,949,"Robotics Club",8,3
156742,949,"Web Design",12,4
156743,949,"Game Development",11,4
156744,949,"Coding Bootcamp",10,4
156745,949,"Astronomy Nights",9,3
156746,950,"Robotics Club",8,3
156747,950,"Drawing Classes",2,1
156748,950,"Clay Modeling",1,1
156749,950,"Game Development",11,4
156750,950,"Coding Bootcamp",10,4
156751,951,"Robotics Club",8,3
156752,951,"Drawing Classes",2,1
156753,951,"Clay Modeling",1,1
156754,951,"Web Design",12,4
156755,951,"Game Development",11,4
156756,952,"Web Design",12,4
156757,952,"Game Development",11,4
156758,952,"Coding Bootcamp",10,4
156759,952,"Astronomy Nights",9,3
156760,952,"Robotics Club",8,3
156761,953,"Robotics Club",8,3
156762,953,"Web Design",12,4
156763,953,"Game Development",11,4
156764,953,"Coding Bootcamp",10,4
156765,953,"Astronomy Nights",9,3
156766,954,"Robotics Club",8,3
156767,954,"Web Design",12,4
156768,954,"Game Development",11,4
156769,954,"Coding Bootcamp",10,4
156770,954,"Astronomy Nights",9,3
156771,955,"Robotics Club",8,3
156772,955,"Web Design",12,4
156773,955,"Game Development",11,4
156774,955,"Coding Bootcamp",10,4
156775,955,"Astronomy Nights",9,3
156776,956,"Robotics Club",8,3
156777,956,"Drawing Classes",2,1
156778,956,"Clay Modeling",1,1
156779,956,"Web Design",12,4
156780,956,"Game Development",11,4
156781,957,"Robotics Club",8,3
156782,957,"Web Design",12,4
156783,957,"Game Development",11,4
156784,957,"Coding Bootcamp",10,4
156785,957,"Astronomy Nights",9,3
156786,958,"Robotics Club",8,3
156787,958,"Web Design",12,4
156788,958,"Game Development",11,4
156789,958,"Coding Bootcamp",10,4
156790,958,"Astronomy Nights",9,3
156791,959,"Robotics Club",8,3
156792,959,"Coding Bootcamp",10,4
156793,959,"Game Development",11,4
156794,959,"Web Design",12,4
156795,959,"Astronomy Nights",9,3
156796,960,"Robotics Club",8,3
156797,960,"Drawing Classes",2,1
156798,960,"Clay Modeling",1,1
156799,960,"Web Design",12,4
156800,960,"Game Development",11,4
156801,961,"Robotics Club",8,3
156802,961,"Guitar Classes",5,2
156803,961,"Violin Training",6,2
156804,961,"Piano Lessons",4,2
156805,961,"Web Design",12,4
156806,962,"Robotics Club",8,3
156807,962,"Drawing Classes",2,1
156808,962,"Clay Modeling",1,1
156809,962,"Web Design",12,4
156810,962,"Game Development",11,4
156811,963,"Coding Bootcamp",10,4
156812,963,"Science Experiments",7,3
156813,963,"Robotics Club",8,3
156814,963,"Astronomy Nights",9,3
156815,963,"Web Design",12,4
156816,964,"Robotics Club",8,3
156817,964,"Guitar Classes",5,2
156818,964,"Violin Training",6,2
156819,964,"Piano Lessons",4,2
156820,964,"Web Design",12,4
156821,965,"Robotics Club",8,3
156822,965,"Web Design",12,4
156823,965,"Game Development",11,4
156824,965,"Coding Bootcamp",10,4
156825,965,"Astronomy Nights",9,3
156826,966,"Robotics Club",8,3
156827,966,"Web Design",12,4
156828,966,"Game Development",11,4
156829,966,"Coding Bootcamp",10,4
156830,966,"Astronomy Nights",9,3
156831,967,"Web Design",12,4
156832,967,"Game Development",11,4
156833,967,"Coding Bootcamp",10,4
156834,967,"Astronomy Nights",9,3
156835,967,"Robotics Club",8,3
156836,968,"Web Design",12,4
156837,968,"Game Development",11,4
156838,968,"Coding Bootcamp",10,4
156839,968,"Astronomy Nights",9,3
156840,968,"Robotics Club",8,3
156841,969,"Web Design",12,4
156842,969,"Game Development",11,4
156843,969,"Coding Bootcamp",10,4
156844,969,"Astronomy Nights",9,3
156845,969,"Robotics Club",8,3
156846,970,"Robotics Club",8,3
156847,970,"Drawing Classes",2,1
156848,970,"Clay Modeling",1,1
156849,970,"Web Design",12,4
156850,970,"Game Development",11,4
156851,971,"Robotics Club",8,3
156852,971,"Web Design",12,4
156853,971,"Game Development",11,4
156854,971,"Coding Bootcamp",10,4
156855,971,"Astronomy Nights",9,3
156856,972,"Robotics Club",8,3
156857,972,"Science Experiments",7,3
156858,972,"Astronomy Nights",9,3
156859,972,"Guitar Classes",5,2
156860,972,"Violin Training",6,2
156861,973,"Coding Bootcamp",10,4
156862,973,"Robotics Club",8,3
156863,973,"Game Development",11,4
156864,973,"Web Design",12,4
156865,973,"Astronomy Nights",9,3
156866,974,"Robotics Club",8,3
156867,974,"Guitar Classes",5,2
156868,974,"Violin Training",6,2
156869,974,"Piano Lessons",4,2
156870,974,"Web Design",12,4
156871,975,"Robotics Club",8,3
156872,975,"Web Design",12,4
156873,975,"Game Development",11,4
156874,975,"Coding Bootcamp",10,4
156875,975,"Astronomy Nights",9,3
156876,976,"Robotics Club",8,3
156877,976,"Web Design",12,4
156878,976,"Game Development",11,4
156879,976,"Coding Bootcamp",10,4
156880,976,"Astronomy Nights",9,3
156881,977,"Robotics Club",8,3
156882,977,"Web Design",12,4
156883,977,"Game Development",11,4
156884,977,"Coding Bootcamp",10,4
156885,977,"Astronomy Nights",9,3
156886,978,"Robotics Club",8,3
156887,978,"Coding Bootcamp",10,4
156888,978,"Web Design",12,4
156889,978,"Game Development",11,4
156890,978,"Astronomy Nights",9,3
156891,979,"Web Design",12,4
156892,979,"Game Development",11,4
156893,979,"Coding Bootcamp",10,4
156894,979,"Astronomy Nights",9,3
156895,979,"Robotics Club",8,3
156896,980,"Science Experiments",7,3
156897,980,"Robotics Club",8,3
156898,980,"Astronomy Nights",9,3
156899,980,"Guitar Classes",5,2
156900,980,"Violin Training",6,2
156901,981,"Robotics Club",8,3
156902,981,"Web Design",12,4
156903,981,"Game Development",11,4
156904,981,"Coding Bootcamp",10,4
156905,981,"Astronomy Nights",9,3
156906,982,"Robotics Club",8,3
156907,982,"Coding Bootcamp",10,4
156908,982,"Web Design",12,4
156909,982,"Game Development",11,4
156910,982,"Astronomy Nights",9,3
156911,983,"Science Experiments",7,3
156912,983,"Robotics Club",8,3
156913,983,"Astronomy Nights",9,3
156914,983,"Web Design",12,4
156915,983,"Game Development",11,4
156916,984,"Science Experiments",7,3
156917,984,"Robotics Club",8,3
156918,984,"Astronomy Nights",9,3
156919,984,"Web Design",12,4
156920,984,"Game Development",11,4
156921,985,"Science Experiments",7,3
156922,985,"Robotics Club",8,3
156923,985,"Astronomy Nights",9,3
156924,985,"Web Design",12,4
156925,985,"Game Development",11,4
156926,986,"Robotics Club",8,3
156927,986,"Coding Bootcamp",10,4
156928,986,"Web Design",12,4
156929,986,"Game Development",11,4
156930,986,"Astronomy Nights",9,3
156931,987,"Web Design",12,4
156932,987,"Game Development",11,4
156933,987,"Coding Bootcamp",10,4
156934,987,"Astronomy Nights",9,3
156935,987,"Robotics Club",8,3
156936,988,"Robotics Club",8,3
156937,988,"Coding Bootcamp",10,4
156938,988,"Web Design",12,4
156939,988,"Game Development",11,4
156940,988,"Astronomy Nights",9,3
156941,989,"Robotics Club",8,3
156942,989,"Drawing Classes",2,1
156943,989,"Clay Modeling",1,1
156944,989,"Web Design",12,4
156945,989,"Game Development",11,4
156946,990,"Science Experiments",7,3
156947,990,"Robotics Club",8,3
156948,990,"Astronomy Nights",9,3
156949,990,"Web Design",12,4
156950,990,"Game Development",11,4
156951,991,"Robotics Club",8,3
156952,991,"Web Design",12,4
156953,991,"Game Development",11,4
